Record #,longitude,latitude,Elev,Trend,Elev (KPB),Elev difference
2267,-106.3648872,47.47771584,754,21,716.7395297,37.2604703
143,-107.2947658,47.50813457,928,81,890.7250244,37.2749756
1651,-106.4320086,47.58075402,796,168,758.7225128,37.2774872
2199,-106.2081166,47.58549059,758,49,720.714254,37.285746
1917,-106.1669573,47.67830756,778,39,740.7126748,37.2873252
1210,-106.4893985,47.62127927,818,44,780.6898484,37.3101516
1610,-106.4356949,47.58522497,798,142,760.6829834,37.3170166
2177,-106.3643242,47.49492713,759,171,721.6773688,37.3226312
1813,-106.4531473,47.53006253,785,134,747.6265381,37.3734619
2421,-106.4930564,47.35190488,740,111,702.6000768,37.3999232
1561,-106.5055519,47.55298864,801,126,763.5793125,37.4206875
486,-106.7699665,47.59449112,860,109,822.4419434,37.5580566
2476,-106.2950505,47.44705918,733,168,695.4417342,37.5582658
1216,-106.484507,47.62337625,818,58,780.4408234,37.5591766
2108,-106.5731499,47.38481155,764,111,726.408237,37.591763
968,-106.5966834,47.60340535,832,141,794.3984025,37.6015975
2563,-106.3312076,47.38752613,722,119,684.3902215,37.6097785
665,-107.1625603,47.31598346,849,140,811.3794901,37.6205099
148,-107.2928234,47.50805646,928,96.6,890.3562888,37.6437112
2543,-106.3391003,47.38944982,724,86,686.348035,37.651965
133,-107.2968232,47.51236769,930,14,892.318866,37.681134
2430,-106.3060611,47.46048562,739,23,701.3179292,37.6820708
915,-106.8855653,47.43701272,835,118,797.1066016,37.8933984
2184,-106.3774867,47.48497069,759,44,721.0874973,37.9125027
2479,-106.2950324,47.44578163,733,23,695.0656788,37.9343212
917,-106.5528719,47.6389015,835,101,797.0292477,37.9707523
1779,-106.1243375,47.73539236,788,93,750.0005033,37.9994967
41,-107.2175136,47.50125053,913,30,874.9294335,38.0705665
1792,-106.4004112,47.56629735,787,56,748.9274806,38.0725194
1832,-106.4487019,47.52687943,784,135,745.9129507,38.0870493
2144,-106.3980239,47.48203163,762,105,723.8483876,38.1516124
2191,-106.20983,47.58481567,759,62,720.8182353,38.1817647
923,-106.6650126,47.57020221,835,149,796.7860033,38.2139967
2196,-106.2088807,47.5851766,759,62.1,720.7563013,38.2436987
762,-106.6781292,47.59287541,844,35,805.7193106,38.2806894
1949,-106.3769191,47.54549924,777,128,738.7000712,38.2999288
1502,-106.5463669,47.53885823,805,3,766.6579136,38.3420864
2067,-106.5762115,47.39373192,768,109,729.5583604,38.4416396
2553,-106.3323106,47.39080671,724,8,685.546334,38.453666
2323,-106.1442958,47.59240769,750,95,711.5385597,38.4614403
166,-107.2733416,47.50685177,925,73,886.5245362,38.4754638
2428,-106.3039176,47.46233666,740,65,701.4825375,38.5174625
131,-107.2991363,47.51150244,931,174,892.480485,38.519515
1829,-106.6820861,47.38731374,785,102.8,746.4648191,38.5351809
204,-107.0923238,47.49735015,890,109,851.4637968,38.5362032
1057,-106.6405289,47.55937934,828,118,789.2970134,38.7029866
2139,-106.400572,47.48201853,763,86,724.2969681,38.7030319
950,-106.5986546,47.60522251,834,151,795.2750163,38.7249837
1405,-106.4480852,47.61733628,811,57,772.2549046,38.7450954
63,-107.3045437,47.52791523,937,113,898.2023319,38.7976681
37,-107.3136458,47.53579459,941,167,902.1099895,38.8900105
1778,-106.1246719,47.73543407,789,108,750.0698663,38.9301337
1022,-106.7699655,47.48670966,830,81,791.0370632,38.9629368
1024,-106.8805208,47.41901762,830,119,790.9743054,39.0256946
1896,-106.1790021,47.67537708,781,84,741.9655032,39.0344968
1791,-106.0892608,47.75273641,788,110,748.9579818,39.0420182
2500,-106.4108799,47.36521089,731,28,691.9425508,39.0574492
1585,-106.503476,47.55197209,802,134,762.9164963,39.0835037
1225,-106.4894551,47.61858812,819,138,779.911439,39.088561
535,-106.7468539,47.59629423,858,160,818.8743029,39.1256971
43,-107.2204284,47.49920542,914,29,874.8566496,39.1433504
126,-107.2778329,47.52592955,932,77,892.8528947,39.1471053
1072,-106.6389284,47.55878135,828,110,788.8404488,39.1595512
1633,-106.5101705,47.53701913,799,133,759.7286052,39.2713948
35,-107.2820804,47.55736693,942,67,902.7184361,39.2815639
1335,-106.5346282,47.57690722,815,43,775.7003574,39.2996426
1252,-106.8897455,47.37113761,818,135,778.6836548,39.3163452
980,-106.895531,47.41907629,833,38,793.6635643,39.3364357
165,-107.2776562,47.50466944,926,86,886.6633675,39.3366325
2104,-106.4073776,47.48584942,766,55,726.6184289,39.3815711
731,-106.6962415,47.58819982,847,142,807.5604495,39.4395505
2466,-106.3504934,47.41736395,736,120,696.5313938,39.4686062
2497,-106.3205389,47.42135727,732,95,692.4140475,39.5859525
771,-106.6922885,47.58316525,845,17,805.3904473,39.6095527
936,-106.5494929,47.63854228,836,46,796.3310645,39.6689355
1800,-106.3947441,47.56767114,788,51,748.3295027,39.6704973
1660,-106.8121488,47.34828386,798,82,758.2129263,39.7870737
2506,-106.1426244,47.52414723,731,9,691.2128064,39.7871936
121,-107.2791404,47.52605653,933,75,893.1247797,39.8752203
2341,-106.1343149,47.59341563,750,89,710.0819713,39.9180287
276,-107.0299977,47.49632924,880,37,840.063271,39.936729
1930,-106.1719288,47.67303812,780,178.6,740.0387877,39.9612123
2508,-106.4094691,47.36296065,731,18,691.0334345,39.9665655
116,-107.2987751,47.51661188,934,139,893.8959532,40.1040468
1166,-106.5641591,47.58706305,824,168,783.8798678,40.1201322
942,-106.6004387,47.60613343,836,124,795.8577043,40.1422957
198,-107.2547487,47.50219783,922,85,881.8533645,40.1466355
2442,-106.2682169,47.47799811,740,49,699.777433,40.222567
2427,-106.3063988,47.46126462,742,16,701.6042296,40.3957704
1051,-106.5258314,47.62972646,830,63,789.5795635,40.4204365
154,-107.1345916,47.49581493,899,138,858.5561448,40.4438552
139,-107.2878745,47.51519224,932,123,891.5376213,40.4623787
944,-106.8438922,47.45706439,836,138,795.532915,40.467085
2422,-106.3035971,47.46601158,743,94,702.5028169,40.4971831
1293,-106.6349033,47.52169411,818,13,777.3060813,40.6939187
1089,-106.1414814,47.85570205,829,44,788.3015939,40.6984061
854,-106.6705535,47.57886787,841,158,800.2947473,40.7052527
2354,-106.1776304,47.56459032,750,52,709.230919,40.769081
1801,-106.392981,47.56836743,789,56,748.222644,40.777356
81,-107.2994269,47.5242296,937,109,896.2180172,40.7819828
1971,-106.1044739,47.70367912,778,4,737.2172189,40.7827811
1370,-106.5833461,47.54233976,815,24,774.2133942,40.7866058
204,-107.2517559,47.50177074,922,116,881.1977558,40.8022442
820,-106.6691384,47.586222,843,111,802.1880244,40.8119756
1662,-106.4314607,47.57919519,799,179,758.1725977,40.8274023
2113,-106.5716545,47.38486806,767,118,726.1607643,40.8392357
788,-106.6885357,47.58102501,845,114,804.1023923,40.8976077
2486,-106.1383617,47.536499,735,10,694.0904653,40.9095347
2416,-106.3071835,47.46561982,744,52,703.0204449,40.9795551
1806,-106.0853067,47.75186511,789,110,748.0110765,40.9889235
1301,-106.6336338,47.52145125,818,23,777.0082666,40.9917334
2161,-106.3372871,47.51562655,764,109,722.9714322,41.0285678
2356,-106.1307932,47.5917138,750,112,708.9642096,41.0357904
1027,-106.7691522,47.48660524,832,122,790.8645444,41.1354556
77,-107.3006375,47.5254831,938,170,896.7999281,41.2000719
90,-107.2925935,47.52685908,937,26,895.7585306,41.2414694
2064,-106.0831761,47.69096129,771,40,729.7539458,41.2460542
127,-107.2960789,47.51418231,934,170,892.710864,41.289136
859,-106.6692196,47.57748358,841,113,799.6557965,41.3442035
165,-107.1282624,47.49296311,898,103,856.5973899,41.4026101
883,-106.6718538,47.57209128,840,84,798.5487893,41.4512107
1697,-106.4217994,47.57943235,798,28,756.5372439,41.4627561
658,-106.73838,47.57621303,853,155,811.5220268,41.4779732
1125,-106.5909915,47.57979235,828,97,786.4979427,41.5020573
467,-106.9150411,47.50949239,865,60,823.4368381,41.5631619
579,-107.118389,47.36060557,858,132,816.4237334,41.5762666
68,-107.226363,47.48348677,913,42,871.3627454,41.6372546
2351,-106.1326072,47.59194784,751,108,709.350602,41.649398
140,-107.2873128,47.51479851,933,132,891.3227773,41.6772227
868,-106.6728468,47.5740474,841,118,799.2920647,41.7079353
1434,-106.4392332,47.61580106,812,114,770.2453561,41.7546439
157,-107.1848392,47.46361612,900,115,858.1844702,41.8155298
890,-106.6704838,47.57166133,840,128,798.1807228,41.8192772
2518,-106.4026129,47.36411557,732,52,690.1604297,41.8395703
162,-107.2829317,47.50290875,929,51,887.0951352,41.9048648
567,-106.7709741,47.57547132,859,157,817.0784384,41.9215616
307,-107.0237571,47.48630731,878,78,836.0388654,41.9611346
673,-106.6654226,47.61875036,853,64,811.0213596,41.9786404
1897,-106.1809736,47.67418707,784,28,741.9619761,42.0380239
976,-106.7887674,47.48527503,836,154,793.9584843,42.0415157
2274,-106.3606071,47.47746978,758,41,715.9133031,42.0866969
38,-107.3122062,47.53599461,944,158,901.9108478,42.0891522
1379,-106.5823776,47.5415073,816,61,773.7997084,42.2002916
78,-107.3011897,47.52474313,939,150,896.6809675,42.3190325
164,-107.1300856,47.49208338,899,117,856.6670117,42.3329883
1078,-106.1360039,47.8601562,831,46,788.6531525,42.3468475
2512,-106.4106596,47.36092136,733,82,690.6496604,42.3503396
2363,-106.3841494,47.43843244,751,18,708.6410065,42.3589935
1920,-106.067926,47.73705593,783,122,740.6230459,42.3769541
2065,-106.0832434,47.6903488,772,10,729.5867897,42.4132103
1817,-106.0830814,47.75135526,790,111,747.471112,42.528888
466,-106.9134717,47.51052642,866,53,823.459435,42.540565
1985,-106.0600366,47.72753747,779,123,736.4482039,42.5517961
2515,-106.4070163,47.3623609,733,75,690.4259945,42.5740055
209,-107.0703809,47.50694503,893,40,850.3389614,42.6610386
1088,-106.1414814,47.85570205,831,44,788.3015939,42.6984061
2388,-106.2825982,47.48810507,748,44,705.2737332,42.7262668
119,-107.2966117,47.51573739,936,147,893.2553016,42.7446984
120,-107.2805892,47.52546081,936,76,893.2106993,42.7893007
695,-107.0253088,47.39299201,852,127,809.2068515,42.7931485
838,-106.8297806,47.48511362,844,147.8,801.1946392,42.8053608
1002,-106.7724617,47.48909165,835,55,792.1784232,42.8215768
1323,-106.5381495,47.57636515,819,37.3,776.1644675,42.8355325
614,-106.7552644,47.57491202,857,109,814.1354847,42.8645153
631,-106.8566514,47.50967006,856,114,813.1151221,42.8848779
219,-107.2357621,47.50445046,922,14,879.1138232,42.8861768
177,-107.2914204,47.49078022,928,77,885.1019172,42.8980828
1298,-106.5345671,47.58164106,820,67.3,777.0738041,42.9261959
1299,-106.6578177,47.50693183,820,64,777.0545529,42.9454471
1300,-106.5339494,47.58189227,820,15.6,777.0380056,42.9619944
2487,-106.3288464,47.42166618,737,65,693.9702002,43.0297998
1821,-106.5242538,47.48468802,790,115,746.9252035,43.0747965
1143,-106.5572843,47.59473304,828,39.3,784.908042,43.091958
2488,-106.419447,47.36661683,737,65,693.8693609,43.1306391
480,-106.9109542,47.50995652,866,78,822.8438155,43.1561845
2358,-106.5043598,47.36619056,752,130,708.779292,43.220708
303,-106.9727672,47.5199595,880,114,836.7457744,43.2542256
1029,-106.7687322,47.48635077,834,134,790.7179537,43.2820463
1075,-106.1381974,47.85897379,832,47,788.6886674,43.3113326
1310,-106.6258513,47.52494522,820,23,776.6518562,43.3481438
196,-107.1108589,47.48971252,896,55,852.5516647,43.4483353
79,-107.2999721,47.52484856,940,154,896.4960058,43.5039942
118,-107.282558,47.52521465,937,92,893.4896371,43.5103629
2056,-106.489605,47.44937528,774,140,730.481194,43.518806
2026,-106.1252185,47.67844558,777,35,733.4411439,43.5588561
836,-106.830325,47.48550086,845,132.2,801.4041138,43.5958862
1924,-106.0555855,47.74352251,784,38,740.3638907,43.6361093
80,-107.2989934,47.52494918,940,150,896.3491975,43.6508025
934,-106.8418425,47.46105666,840,80,796.3332942,43.6667058
1040,-106.8815051,47.41613094,834,114,790.3096469,43.6903531
2072,-106.6165102,47.36819089,773,101,729.2457967,43.7542033
111,-107.3033531,47.51499021,938,120,894.2456991,43.7543009
1063,-106.7319902,47.50339673,833,5,789.1664478,43.8335522
1141,-106.5554537,47.59670147,829,25.3,785.1602304,43.8397696
1096,-106.5510972,47.60952879,832,131,788.1377655,43.8622345
1297,-106.5370244,47.58017745,821,48.3,777.07982,43.92018
1395,-106.9157819,47.33551169,817,71,772.9589619,44.0410381
282,-107.0307321,47.49196097,883,159,838.9236894,44.0763106
177,-107.1215016,47.49124375,899,162,854.8930569,44.1069431
311,-107.0219653,47.48666288,880,76,835.8232611,44.1767389
424,-106.9316619,47.51075226,871,59.2,826.7576841,44.2423159
2175,-106.3771,47.48744085,766,119,721.7388785,44.2611215
1013,-106.8309157,47.45169338,836,112,791.6636662,44.3363338
1309,-106.6409636,47.51582165,821,113.8,776.6635511,44.3364489
92,-107.2969509,47.52381131,940,111,895.6553969,44.3446031
1613,-106.7426128,47.39898925,805,137,760.6211731,44.3788269
1312,-106.5379459,47.57804153,821,40.8,776.6178762,44.3821238
226,-107.2469053,47.4957739,923,54.7,878.5904236,44.4095764
1107,-106.48363,47.64834814,832,139,787.5855118,44.4144882
1313,-106.6416301,47.51504725,821,118.7,776.5566279,44.4433721
2282,-106.1828059,47.57952778,759,14,714.5190401,44.4809599
1740,-106.1338101,47.74166057,798,18,753.4971692,44.5028308
1569,-106.6841108,47.44418108,808,140,763.4125776,44.5874224
1016,-106.5785285,47.60403459,836,105,791.3748624,44.6251376
2485,-106.4215171,47.36676215,739,68,694.2775844,44.7224156
685,-106.849365,47.50413686,855,89,810.2097106,44.7902894
686,-106.849365,47.50413686,855,89.6,810.2095155,44.7904845
2461,-106.1671013,47.52987545,742,62,697.194196,44.805804
1094,-106.6396931,47.55602596,833,110,788.1714571,44.8285429
891,-106.676234,47.56810411,843,113.2,798.1590737,44.8409263
2329,-106.3626241,47.45999824,756,81,711.1518004,44.8481996
1348,-106.5430132,47.56992012,820,36.4,775.1400491,44.8599509
84,-107.3059434,47.51984236,941,122,896.115531,44.884469
1327,-106.547872,47.57011559,821,27.4,776.0553906,44.9446094
2172,-106.3695586,47.4930111,767,16,722.0412815,44.9587185
1931,-106.1517572,47.68504759,785,61.7,740.0284068,44.9715932
85,-107.305386,47.51985357,941,126.4,896.0165807,44.9834193
1164,-106.5253519,47.61096286,829,67,784.015223,44.984777
23,-107.3171019,47.5436615,950,102,905.0045244,44.9954756
701,-107.0139005,47.39928513,854,83,808.9992933,45.0007067
1302,-106.6253593,47.52622095,822,14,776.9364675,45.0635325
1119,-106.4822052,47.64693588,832,135,786.9199737,45.0800263
1411,-106.4491525,47.6155052,817,32,771.9072816,45.0927184
1071,-106.5541359,47.61014452,834,162,788.8546463,45.1453537
2382,-106.0832098,47.60952112,751,156,705.84814,45.15186
1103,-106.6036071,47.57659325,833,44,787.7933111,45.2066889
1333,-106.5397701,47.57403987,821,1,775.77197,45.22803
1735,-106.1337245,47.74263318,799,156,753.7675376,45.2324624
765,-106.6822739,47.59021421,851,120,805.6757096,45.3242904
1337,-106.6505946,47.50655014,821,67,775.6646149,45.3353851
2347,-106.182044,47.56340216,755,86,709.6563843,45.3436157
766,-107.0137806,47.38779602,851,125,805.6384118,45.3615882
811,-106.6168925,47.61936382,848,73,802.6257163,45.3742837
624,-107.1125944,47.35445847,859,137,813.6041998,45.3958002
1014,-106.5719309,47.60852529,837,74,791.5196906,45.4803094
114,-107.151725,47.5092623,911,120.7,865.5129706,45.4870294
1340,-106.5566961,47.56278861,821,38.5,775.4743581,45.5256419
411,-106.8085631,47.58812103,873,54,827.4264968,45.5735032
1723,-106.5651513,47.4855497,800,38,754.4092483,45.5907517
909,-106.9466741,47.40055483,843,76,797.3840729,45.6159271
1189,-106.5094574,47.61488936,828,26,782.3562927,45.6437073
1084,-106.4856926,47.64970714,834,152,788.3439355,45.6560645
1709,-106.4866284,47.536202,801,136,755.3326981,45.6673019
1156,-106.5281281,47.61034103,830,63,784.3236068,45.6763932
1018,-106.8752674,47.42340499,837,88,791.3178746,45.6821254
561,-106.8938317,47.50137725,863,115,817.3083259,45.6916741
160,-107.2802287,47.5051942,933,59,887.2737933,45.7262067
1222,-106.4964821,47.61532933,826,164,780.1966822,45.8033178
1576,-106.682977,47.44398177,809,114,763.1514045,45.8485955
200,-107.1128335,47.48697659,898,66,852.1092696,45.8907304
2116,-106.6825199,47.31723589,772,40,726.1025235,45.8974765
601,-106.884515,47.49929019,861,126.5,815.0430594,45.9569406
552,-106.9107426,47.49351996,864,55.9,818.0249495,45.9750505
1351,-106.5393028,47.57170663,821,20,775.0072967,45.9927033
115,-107.2847935,47.52560204,940,85,894.0025692,45.9974308
1396,-106.5739228,47.54362127,819,74,772.9214968,46.0785032
1378,-106.5349469,47.57052327,820,19.7,773.8925942,46.1074058
383,-106.957443,47.50224336,875,11,828.8701934,46.1298066
1105,-106.5398913,47.61488969,834,68.1,787.7267575,46.2732425
164,-107.2783302,47.5042871,933,72,886.6725372,46.3274628
2292,-106.5120555,47.37825517,760,65,713.6686272,46.3313728
1211,-106.642857,47.5283921,827,4.1,780.6672814,46.3327186
605,-107.1147789,47.35676683,861,136,814.6657602,46.3342398
1653,-106.5029755,47.53772554,805,37,758.6641477,46.3358523
832,-106.7589326,47.52958554,848,29,801.5761226,46.4238774
2318,-106.3560885,47.4653757,758,30,711.5741774,46.4258226
749,-106.9826601,47.40980931,853,79,806.4871533,46.5128467
67,-107.2050904,47.49695493,918,152,871.4643031,46.5356969
770,-106.998334,47.3966421,852,19,805.4544088,46.5455912
2325,-106.3659542,47.4589688,758,48,711.4419351,46.5580649
910,-106.8961617,47.4314658,844,38,797.3790812,46.6209188
1744,-106.1341681,47.74094621,800,176,753.3504072,46.6495928
1367,-106.5339156,47.57254366,821,16.2,774.3030149,46.6969851
1217,-106.7902362,47.43747055,827,135,780.2920837,46.7079163
1317,-106.6387187,47.51581776,823,99.7,776.2666473,46.7333527
1545,-106.5046866,47.55572644,811,133,764.226318,46.773682
2478,-106.1346123,47.54254686,742,16,695.2050144,46.7949856
1223,-106.6412664,47.52765902,827,2.9,780.1734525,46.8265475
953,-106.5092971,47.65877492,842,28,795.1532287,46.8467713
1371,-106.5429407,47.56654679,821,82.1,774.1439263,46.8560737
1664,-106.4916906,47.54274992,805,55,758.1392947,46.8607053
1749,-106.0794411,47.77274114,800,82,753.1160588,46.8839412
722,-107.002104,47.40345122,855,63,808.104881,46.895119
801,-107.0827338,47.33662982,850,119,803.0904978,46.9095022
213,-107.2885163,47.47527963,927,152,880.0899461,46.9100539
892,-106.9508533,47.40031279,845,99,798.0590636,46.9409364
2462,-106.3796835,47.40153019,744,81,697.0525465,46.9474535
242,-107.0832801,47.48389115,893,79,845.9436462,47.0563538
594,-106.8871303,47.50075889,863,123,815.9351358,47.0648642
2018,-106.4982551,47.45594829,781,141,733.930122,47.069878
1377,-106.5349602,47.57052309,821,20,773.895107,47.104893
207,-107.074704,47.506111,898,56,850.8668725,47.1331275
1028,-106.528349,47.63252733,838,9,790.841869,47.158131
233,-107.2328305,47.50170905,925,99,877.7981366,47.2018634
925,-106.8556379,47.45415731,844,54,796.7751397,47.2248603
1334,-106.549838,47.5678035,823,44.5,775.7288814,47.2711186
1308,-106.5783237,47.55387271,824,67,776.6920263,47.3079737
1233,-106.5837822,47.56078004,827,102,779.6740467,47.3259533
284,-107.0030641,47.50767317,886,36.5,838.5647195,47.4352805
108,-107.2880631,47.52532986,942,68,894.505868,47.494132
107,-107.2068954,47.47856312,914,81,866.4559265,47.5440735
715,-106.8570271,47.49321494,856,154.3,808.3915929,47.6084071
814,-106.7407745,47.5433421,850,8,802.3663194,47.6336806
217,-107.2866637,47.47387683,927,141.5,879.3541928,47.6458072
192,-107.2609622,47.50000576,930,146,882.3283649,47.6716351
526,-106.9012993,47.5037192,867,172,819.3160349,47.6839651
1087,-106.8134026,47.45087398,836,58,788.3130179,47.6869821
719,-107.0038272,47.40310615,856,83,808.3129434,47.6870566
1368,-106.5577013,47.5581319,822,49.3,774.2911803,47.7088197
162,-107.1346898,47.49135883,905,64,857.2783794,47.7216206
1369,-106.5422093,47.56744744,822,53,774.2753162,47.7246838
118,-107.1507581,47.5090015,913,91,865.2634861,47.7365139
1433,-106.6235962,47.50438915,818,97,770.2539642,47.7460358
1318,-106.6370612,47.51675927,824,77.6,776.2482691,47.7517309
96,-107.2942632,47.52401812,943,80,895.2367253,47.7632747
1531,-106.5215675,47.54882705,813,124,765.1920337,47.8079663
1929,-106.6329067,47.3956107,788,127,740.1594244,47.8405756
670,-106.7375129,47.57532635,859,137.8,811.1110936,47.8889064
671,-106.7375129,47.57532635,859,136,811.1110171,47.8889829
101,-107.2931966,47.52423743,943,59,895.1087489,47.8912511
971,-106.9417067,47.39233343,842,133,794.1062186,47.8937814
616,-106.8811009,47.49813148,862,132.1,814.0996729,47.9003271
201,-107.0762409,47.50938561,900,136,852.0897748,47.9102252
206,-107.2900966,47.47774069,929,154.1,881.0889915,47.9110085
872,-106.8470256,47.46735314,847,13,799.0858408,47.9141592
1006,-106.8330141,47.45175882,840,104,792.0571388,47.9428612
2124,-106.4580739,47.44988865,773,137,725.0555191,47.9444809
2584,-106.3322422,47.37547431,729,41,681.0430201,47.9569799
309,-107.0082996,47.49556864,884,49,835.9795009,48.0204991
102,-107.2917144,47.52467201,943,72,894.9708248,48.0291752
2481,-106.137859,47.53967131,743,12,694.9329288,48.0670712
248,-107.0774528,47.48389793,893,57,844.907799,48.092201
779,-106.9800872,47.40588543,853,122,804.888504,48.111496
1331,-106.5522813,47.56679865,824,69.7,775.8676269,48.1323731
2315,-106.169666,47.57827685,760,26,711.844612,48.155388
1413,-106.6296753,47.50601257,820,119,771.8036726,48.1963274
1356,-106.5557304,47.56070514,823,35.5,774.6955817,48.3044183
1311,-106.5919578,47.54542388,825,120,776.6346892,48.3653108
1400,-106.6326412,47.50701417,821,101,772.6205887,48.3794113
20,-107.2524008,47.48549763,925,68,876.5955457,48.4044543
112,-107.1540534,47.50806676,914,3,865.5829547,48.4170453
299,-107.132914,47.42454152,886,178,837.574426,48.425574
596,-107.1175099,47.35816518,864,142,815.5571367,48.4428633
1175,-106.5294514,47.60689511,832,65,783.5498447,48.4501553
1361,-106.5410849,47.56900124,823,14,774.5326706,48.4673294
1177,-107.0134611,47.31188893,832,125,783.52644,48.47356
1199,-106.834069,47.41494722,830,121.82,781.5261517,48.4738483
863,-106.6765891,47.57256203,848,22,799.5217394,48.4782606
1828,-106.4634658,47.51987132,795,49,746.4701353,48.5298647
864,-106.8483961,47.46783496,848,168,799.4694802,48.5305198
2136,-106.456686,47.44862854,773,136,724.4414213,48.5585787
813,-106.6175635,47.61824759,851,71,802.4171704,48.5828296
155,-107.1659454,47.47593385,907,40,858.3798441,48.6201559
288,-106.9981583,47.50998141,887,61,838.3604204,48.6395796
1874,-106.3705364,47.56523658,792,112,743.3515529,48.6484471
227,-107.2366231,47.50127516,927,68,878.3485444,48.6514556
1365,-106.6413724,47.50763636,823,168,774.3472506,48.6527494
115,-107.1533585,47.50763889,914,131,865.3313816,48.6686184
1086,-106.9233699,47.3836801,837,105,788.3223286,48.6776714
2534,-106.122466,47.5263439,737,137,688.3174014,48.6825986
2286,-106.1838773,47.57809504,763,11,714.2864292,48.7135708
1319,-106.6370612,47.51675927,825,77.6,776.2462903,48.7537097
696,-106.7320195,47.57205312,858,136,809.1848481,48.8151519
121,-107.1526984,47.50740833,914,91,865.1483185,48.8516815
1684,-106.7231683,47.39891433,806,63,757.1432815,48.8567185
122,-107.1495468,47.50925818,914,61,865.1239884,48.8760116
954,-106.5116763,47.65722293,844,45,795.1187387,48.8812613
29,-107.3146925,47.54206345,953,126,904.1117547,48.8882453
1686,-106.4949759,47.53724524,806,77,757.11158,48.88842
1044,-106.7897451,47.47146524,839,66,790.1085263,48.8914737
972,-106.8195318,47.467028,843,150,794.1042761,48.8957239
1278,-106.7910454,47.42926932,827,149.9,778.0497417,48.9502583
1807,-106.3841484,47.57273947,797,125,747.9445682,49.0554318
96,-107.2551256,47.45394889,917,117,867.940197,49.059803
178,-107.2798454,47.49726507,934,176,884.9092385,49.0907615
1962,-106.4869309,47.47638687,787,59,737.9015257,49.0984743
1946,-106.6192839,47.39951134,788,127,738.8796621,49.1203379
123,-107.1492022,47.50862575,914,62.4,864.8765423,49.1234577
40,-107.3111904,47.53646502,951,142,901.8657616,49.1342384
461,-107.094945,47.40064871,873,108.1,823.859164,49.140836
180,-107.2785698,47.49785735,934,144,884.8508053,49.1491947
1048,-106.5570372,47.61150887,839,68.2,789.7643344,49.2356656
943,-106.8398636,47.46024258,845,100,795.7437479,49.2562521
283,-107.0117791,47.50288636,888,85,838.7248807,49.2751193
223,-107.239684,47.50049551,928,69.3,878.6691385,49.3308615
483,-106.918973,47.50441453,872,112,822.6570931,49.3429069
606,-106.7566465,47.5756827,864,134,814.603882,49.396118
170,-107.2799837,47.49953897,935,97,885.5938209,49.4061791
1050,-106.6457389,47.55722609,839,78.1,789.591057,49.408943
1448,-106.621255,47.50339648,819,109,769.5503509,49.4496491
882,-106.9499293,47.40256916,848,14,798.5496491,49.4503509
197,-107.1139674,47.48777454,902,47,852.5428506,49.4571494
182,-107.2781309,47.49692122,934,157,884.5030904,49.4969096
1542,-106.5085017,47.55434459,814,59,764.4971703,49.5028297
181,-107.1218226,47.48965407,904,175,854.4901809,49.5098191
198,-107.087776,47.50354305,902,66,852.4525305,49.5474695
188,-107.3069714,47.47542255,933,151,883.4337534,49.5662466
2379,-106.0839729,47.61103456,756,5,706.4241079,49.5758921
93,-107.2563173,47.4548253,918,120,868.4074557,49.5925443
1264,-106.7834688,47.4350115,828,131,778.3755237,49.6244763
36,-107.3116464,47.53776961,952,177,902.322987,49.677013
986,-106.8873786,47.42281924,843,99,793.3010557,49.6989443
2299,-106.5099488,47.37824695,763,81,713.2901002,49.7098998
117,-107.1486102,47.51039155,915,58.5,865.284069,49.715931
2279,-106.4224247,47.4379099,765,97,715.2511121,49.7488879
175,-107.279882,47.49841617,935,111,885.2494858,49.7505142
1942,-106.6198668,47.40036695,789,131,739.2320222,49.7679778
2327,-106.1519927,47.58674289,761,19,711.2253815,49.7746185
2211,-106.3899508,47.47438231,770,82,720.185025,49.814975
1322,-106.5852539,47.54787429,826,149,776.1663212,49.8336788
821,-106.8976318,47.44690086,852,130,802.1338059,49.8661941
1392,-106.6475649,47.49970103,823,46,773.1304627,49.8695373
2415,-106.2117758,47.52331134,753,41,703.1239626,49.8760374
974,-106.8404881,47.45418561,844,134,794.0908446,49.9091554
271,-107.2060801,47.391526,891,68,841.0756411,49.9243589
123,-107.2987645,47.51363356,943,118,893.0302409,49.9697591
1098,-106.5428855,47.61398564,838,70.4,787.9891369,50.0108631
826,-106.8986267,47.44579557,852,133,801.988229,50.011771
189,-107.0773447,47.5117772,903,44.7,852.9841247,50.0158753
191,-107.077236,47.51171618,903,49.6,852.9450164,50.0549836
222,-107.2468112,47.49699055,929,42.2,878.9272131,50.0727869
651,-106.9699235,47.43616072,862,82,811.8790025,50.1209975
494,-106.9151355,47.50405578,872,110,821.8715394,50.1284606
481,-106.7996039,47.57780603,873,137,822.833005,50.166995
877,-106.8901918,47.43991501,849,162,798.7754499,50.2245501
1901,-106.6261275,47.40527242,792,144,741.7752887,50.2247113
2195,-106.1313599,47.63156916,771,84.3,720.7581367,50.2418633
209,-107.2560774,47.49725846,931,24,880.6599508,50.3400492
225,-107.2396044,47.50049706,929,62.7,878.6549736,50.3450264
215,-107.2532117,47.49545213,930,139.7,879.6259956,50.3740044
146,-107.2019875,47.45799675,910,162,859.6157826,50.3842174
237,-107.0873611,47.48336697,897,61,846.5215795,50.4784205
981,-106.9405587,47.39102109,844,148,793.5211123,50.4788877
